Age,Annual Income,Spending Score,Cluster
55,153425,93,2
64,57010,50,0
85,185497,37,2
35,199728,55,1
50,144488,49,1
27,180316,85,1
27,138560,84,1
24,31828,78,3
90,22268,88,3
53,83592,84,3
26,161313,64,1
69,177523,21,2
72,46197,31,0
25,125683,46,1
87,21933,57,3
27,161449,91,1
71,167815,22,2
44,184628,79,1
63,145225,59,2
29,69464,56,3
72,39801,72,3
47,64626,52,3
70,33031,57,3
18,49874,12,0
63,176522,51,2
43,170294,68,1
37,40908,34,0
55,163559,77,2
22,193689,9,1
50,67370,20,0
85,115809,89,2
24,128149,97,1
74,98413,55,2
87,49732,78,3
85,176663,53,2
33,88778,58,3
57,44933,74,3
30,103046,9,0
44,115291,84,3
88,128310,18,2
86,118154,28,2
52,181948,35,1
64,28610,50,0
79,169963,5,2
61,157453,5,2
66,28903,7,0
41,101360,12,0
20,40581,47,3
58,98897,93,3
79,44139,55,3
26,198386,31,1
24,82038,19,0
86,99471,41,2
90,64827,68,3
21,113604,59,1
49,63694,69,3
38,98444,21,0
30,146712,93,1
65,109888,49,2
75,126358,5,0
76,89436,73,3
55,143508,5,0
81,177419,99,2
41,107429,20,0
49,175088,68,1
52,33236,61,3
19,119378,79,1
35,40311,13,0
36,74815,72,3
78,134250,10,2
42,28782,40,0
54,104586,67,3
64,80213,92,3
86,129626,2,2
83,193265,7,2
63,191730,13,2
54,78624,13,0
25,77675,72,3
64,84559,13,0
88,159832,37,2
78,151697,82,2
36,64463,17,0
35,162251,70,1
66,67066,100,3
21,50714,5,0
21,109876,95,3
74,56371,23,0
84,98623,76,2
51,140376,73,1
67,159662,37,2
32,55710,34,0
24,192159,36,1
21,142508,41,1
78,70697,54,3
64,148441,92,2
82,24443,32,0
19,29856,13,0
79,157180,84,2
40,151026,49,1
53,121080,64,3
53,116704,44,1
59,64743,5,0
55,196475,49,1
72,62376,15,0
32,115641,16,1
64,181326,75,2
34,39806,11,0
86,101754,100,3
87,58309,19,0
71,22897,98,3
82,169737,1,2
28,130893,61,1
76,153207,2,2
19,162907,92,1
88,66353,87,3
28,28983,81,3
80,92241,75,2
54,44337,24,0
30,152074,69,1
51,149230,50,1
69,140510,55,2
21,22396,52,3
77,94198,91,3
43,67415,28,0
48,40506,36,0
26,60435,66,3
22,198504,30,1
37,132372,52,1
49,37297,89,3
19,51263,94,3
70,149608,73,2
88,165768,77,2
18,40415,49,3
79,115675,54,2
63,192299,45,2
53,107056,77,3
20,182740,38,1
68,139554,2,0
26,136152,84,1
32,118163,38,1
34,50101,57,3
79,188574,13,2
69,94647,25,0
30,111705,21,1
30,32482,70,3
89,134951,67,2
41,22761,93,3
52,77796,65,3
44,25522,82,3
46,134459,53,1
37,146621,60,1
67,35167,62,3
37,102451,15,0
18,164134,15,1
35,185772,85,1
62,20560,61,3
84,146813,7,2
90,91393,67,2
85,33097,93,3
19,151040,9,1
40,84883,93,3
22,82804,25,0
53,140798,45,1
66,150801,98,2
29,59836,94,3
75,36346,52,0
89,103458,84,2
36,25435,76,3
48,95997,32,0
68,172285,56,2
27,91356,40,1
59,116521,63,2
41,196067,28,1
29,22687,87,3
52,54107,43,0
63,43898,83,3
23,158637,53,1
69,158387,79,2
56,83213,53,3
64,184903,54,2
62,147706,88,2
27,159416,72,1
30,133314,82,1
77,133202,67,2
61,95213,25,0
35,132442,97,3
40,24610,23,0
18,99390,24,1
25,63185,46,0
72,172675,34,2
67,44126,56,3
67,192467,22,2
63,63096,68,3
78,137972,1,2
51,60530,86,3
76,59433,76,3
21,158464,74,1
66,140622,38,2
29,132862,62,1
74,178435,55,2
90,144443,91,2
89,79964,84,3
60,101701,85,3
21,96378,96,3
38,70322,7,0
68,138383,14,2
30,199577,51,1
32,37986,52,3
52,190380,3,1
18,113986,72,1
33,169335,3,1
81,169318,15,2
38,74515,46,0
90,162294,11,2
72,53022,20,0
18,143144,77,1
74,157709,86,2
47,135656,7,0
44,83132,48,0
30,53249,87,3
68,184801,23,2
59,149396,39,2
69,102447,89,3
65,70086,72,3
61,76128,70,3
88,149967,74,2
81,196456,90,2
22,70150,26,0
44,105072,23,0
88,95295,60,2
67,128956,72,2
73,119262,60,2
59,125271,99,3
30,92566,13,0
32,178936,100,1
31,80035,73,3
42,178241,94,1
47,100674,37,0
85,60717,63,3
22,168991,42,1
42,33593,76,3
61,196322,55,2
74,36826,40,0
44,42504,4,0
27,100880,13,0
42,150202,84,1
51,124506,54,1
25,198210,90,1
34,65473,22,0
66,22850,49,0
83,92363,91,3
72,153799,38,2
34,37726,48,3
33,38323,36,0
59,124921,14,0
87,103401,33,2
57,157282,79,2
25,119538,5,1
42,174653,63,1
25,34685,80,3
73,166579,62,2
19,116195,59,1
43,85925,29,0
21,115102,14,1
78,190013,67,2
63,121991,87,3
21,78417,89,3
85,37262,86,3
79,132813,80,2
62,62921,48,0
40,125113,46,1
56,150661,1,0
50,60473,81,3
42,85379,21,0
27,191560,10,1
19,196060,95,1
59,123585,46,2
44,56878,50,3
85,127096,33,2
40,192041,50,1
83,28074,38,0
36,92887,92,3
69,142761,5,2
86,166303,36,2
48,186704,72,1
71,108984,33,2
57,190138,34,2
70,89373,37,0
28,141724,27,1
83,36133,22,0
84,156911,91,2
34,72008,21,0
58,30206,75,3
64,124129,73,2
55,156999,36,1
68,39824,39,0
40,148703,70,1
52,130183,98,3
83,34383,45,0
68,70914,36,0
66,171962,53,2
76,85637,34,0
74,107984,55,2
69,135510,80,2
38,89005,60,3
89,139033,95,2
57,76232,93,3
47,55907,98,3
89,186921,89,2
18,100605,45,1
33,75666,35,0
70,61947,16,0
27,145874,15,1
41,114595,2,0
60,51126,36,0
50,159151,3,1
65,120063,90,3
42,181359,5,1
87,109238,6,0
68,77449,67,3
27,110460,58,1
30,47903,87,3
23,50324,50,3
44,77902,12,0
24,96189,58,1
22,159601,71,1
90,29295,8,0
57,180383,27,2
21,71007,46,1
90,100307,54,2
45,125257,69,1
71,100487,47,2
44,59113,53,3
84,183605,69,2
46,184069,11,1
80,82796,82,3
26,21797,96,3
71,165788,77,2
75,128818,70,2
39,29942,65,3
52,94024,40,0
73,181908,49,2
78,85594,17,0
84,35469,8,0
26,42709,43,0
69,121401,70,2
78,126375,99,2
62,154165,71,2
84,116635,58,2
18,70757,7,0
82,181696,47,2
80,71682,26,0
72,196907,54,2
74,23613,35,0
57,45311,58,3
39,56921,66,3
70,103631,28,0
19,122084,36,1
25,197758,3,1
56,87304,58,3
36,42631,36,0
31,129939,17,1
81,85423,100,3
23,32494,68,3
69,151224,76,2
51,59785,63,3
88,39244,48,0
29,41207,58,3
75,137428,83,2
68,116301,97,3
87,129942,22,2
90,48566,83,3
58,86353,9,0
34,32737,64,3
79,171376,91,2
81,86700,27,0
86,196379,66,2
27,22205,77,3
79,180739,81,2
44,79243,45,0
47,43932,73,3
25,146064,79,1
37,148565,69,1
86,198190,18,2
38,146501,96,1
85,196970,3,2
21,45105,55,3
66,26593,10,0
18,179356,86,1
46,177899,21,1
39,108600,78,3
60,128413,65,2
74,138838,60,2
69,64926,98,3
25,132717,22,1
21,46599,1,0
34,87243,93,3
31,168381,27,1
47,187847,49,1
35,119967,71,1
30,171616,98,1
49,63871,24,0
44,172988,81,1
55,122859,99,3
49,162667,28,1
20,79139,17,0
43,65825,15,0
19,28268,23,0
24,67154,81,3
86,56321,56,3
75,75781,53,0
78,120074,68,2
84,105542,47,2
54,138240,82,3
40,183516,99,1
22,172605,29,1
18,173614,4,1
70,132145,82,2
86,102588,21,2
20,23370,81,3
72,89520,12,0
54,173815,91,2
61,108829,37,0
74,146467,77,2
57,149352,53,2
33,89616,71,3
75,63741,69,3
86,190217,46,2
59,83689,8,0
25,46110,64,3
22,150509,71,1
90,86142,29,2
69,167066,90,2
47,66463,60,3
21,142033,5,1
51,47147,64,3
46,180210,62,1
73,32672,48,0
66,103401,63,2
62,58316,66,3
53,174633,54,1
36,109945,87,3
40,155505,48,1
81,146165,62,2
49,28487,23,0
50,163343,16,1
67,100594,19,0
66,89068,26,0
29,43020,51,3
88,33649,35,0
85,60511,78,3
80,88041,39,2
35,71435,79,3
65,106008,13,0
83,179916,32,2
50,195746,92,1
87,99328,11,0
30,27091,25,0
39,157172,42,1
44,159974,19,1
75,134962,54,2
31,165408,70,1
79,71262,11,0
88,176235,8,2
65,47682,38,0
47,163619,20,1
48,50071,62,3
41,93945,26,0
30,110022,68,1
38,138138,83,1
56,116906,92,3
67,148317,92,2
63,183694,37,2
90,73294,82,3
32,38503,9,0
48,108231,45,1
84,64258,42,0
75,168035,87,2
27,61765,5,0
66,43242,28,0
46,179141,73,1
36,154498,93,1
50,182015,91,1
49,77640,18,0
66,73571,57,3
55,61253,50,0
38,64839,90,3
45,113145,2,0
23,199168,59,1
29,28939,39,0
84,161602,39,2
34,30892,30,0
56,119350,1,0
29,162839,21,1
89,119882,47,2
27,109439,46,1
20,78786,51,1
41,183487,15,1
87,155116,8,2
73,81250,92,3
67,196553,47,2
20,119650,30,1
42,91625,76,3
23,155356,85,1
28,155271,17,1
90,32550,32,0
76,94996,53,2
28,80391,95,3
59,154689,72,2
58,32969,64,3
27,109563,51,1
73,82969,93,3
59,184613,14,2
81,66185,41,0
90,43278,24,0
84,150813,98,2
37,148692,9,1
78,128860,15,2
81,186378,23,2
50,95457,45,0
26,38916,49,3
81,170260,97,2
81,134635,95,2
32,148042,83,1
60,198779,78,2
86,130741,93,2
52,183564,93,1
45,187268,91,1
74,186796,80,2
43,172913,1,1
88,123663,19,2
49,67806,46,0
81,154158,39,2
59,71741,18,0
62,53063,52,3
53,42380,19,0
58,29815,82,3
86,96008,74,2
61,76061,93,3
51,193825,88,1
82,47593,63,3
27,151700,72,1
52,171508,23,1
86,176569,32,2
75,99729,41,2
29,195193,27,1
79,170915,70,2
29,109472,63,1
41,126673,23,1
18,102168,50,1
54,79232,75,3
85,38006,43,0
71,20328,26,0
60,131638,21,0
53,160179,72,1
60,78609,15,0
59,164348,42,2
48,115053,54,1
32,113053,27,1
59,46098,86,3
81,123853,62,2
79,78283,39,0
66,187787,48,2
30,177421,70,1
39,102248,77,3
35,182100,99,1
77,39712,42,0
82,21920,81,3
68,154854,75,2
65,198757,78,2
52,192155,3,1
67,127141,68,2
73,183346,55,2
22,79487,78,3
85,127132,98,2
31,182918,1,1
61,154156,43,2
39,128979,78,1
70,67687,46,0
35,109220,46,1
72,128589,37,2
21,29300,28,0
69,115680,71,2
58,83069,17,0
53,33125,6,0
76,187669,34,2
70,179729,47,2
75,68720,70,3
82,23154,74,3
21,118564,25,1
24,78425,32,0
65,71226,80,3
26,170380,65,1
74,197092,16,2
84,147479,37,2
79,99047,33,2
34,30862,17,0
71,153991,97,2
19,163634,76,1
73,188584,55,2
69,176095,47,2
72,199200,52,2
51,148185,45,1
68,24123,85,3
26,148883,89,1
36,20534,65,3
46,32859,15,0
45,38460,84,3
78,171733,39,2
23,187936,33,1
73,20101,93,3
43,185780,39,1
39,56603,71,3
42,101310,8,0
55,95344,47,0
44,37345,17,0
39,175586,57,1
61,96810,66,3
71,97701,27,0
31,76034,33,0
38,104243,52,1
76,59132,39,0
41,172535,20,1
77,108307,61,2
48,112458,55,1
48,109890,47,1
86,42202,57,3
74,41021,77,3
27,46708,23,0
28,152010,85,1
56,174259,40,2
32,24099,12,0
43,93598,13,0
32,74847,29,0
26,131295,71,1
54,179683,16,1
45,102344,52,1
67,37636,81,3
43,55653,73,3
79,109515,84,2
78,98708,25,0
33,46692,31,0
33,116523,1,0
56,187929,47,2
36,156110,50,1
68,113082,93,3
28,137486,27,1
69,134896,75,2
69,79438,45,0
81,189264,32,2
36,196881,64,1
55,142633,92,3
19,121354,40,1
75,64541,43,0
32,84029,45,1
78,192185,94,2
67,143930,20,2
67,168201,44,2
48,71787,52,3
36,187668,50,1
64,162928,8,2
63,196575,86,2
37,128374,66,1
89,113177,15,2
76,137065,88,2
31,27515,48,3
29,96569,39,1
31,139838,57,1
71,130366,96,2
83,86307,3,0
75,133022,22,2
48,142634,30,1
81,137223,67,2
28,95943,55,1
26,127827,40,1
38,47149,71,3
84,198913,79,2
83,38507,68,3
53,30658,49,0
41,137245,72,1
48,198044,72,1
35,190707,9,1
83,105975,25,2
51,26805,8,0
25,24222,82,3
80,56168,72,3
83,107882,46,2
47,132029,55,1
26,85584,59,1
34,134892,87,1
80,67881,79,3
29,80770,43,1
38,197828,22,1
81,179225,67,2
27,89552,23,0
28,174651,51,1
41,83624,41,0
57,61814,57,3
28,61346,47,0
46,66899,99,3
90,152529,95,2
79,101741,62,2
86,175749,81,2
20,103849,45,1
79,27386,24,0
79,100921,40,2
28,164277,16,1
30,177638,18,1
49,39337,72,3
20,104469,73,1
70,170964,42,2
74,109031,24,0
49,41639,8,0
58,173644,51,2
86,43576,81,3
23,172659,63,1
86,117516,10,2
46,194768,90,1
63,67733,34,0
35,145212,25,1
32,126696,9,1
86,57958,80,3
82,136040,71,2
56,167902,65,2
26,25215,54,3
58,123614,66,2
71,34031,61,3
28,67996,63,3
56,89534,56,3
21,136970,19,1
59,95773,39,0
73,23355,89,3
30,68669,40,0
18,38922,94,3
72,103866,68,2
77,169226,80,2
83,171322,77,2
58,67243,16,0
43,108064,16,0
78,136031,14,2
88,154634,61,2
83,72979,53,2
72,62560,30,0
71,74314,81,3
35,123485,86,3
86,78621,43,2
90,142186,94,2
45,49408,19,0
63,124153,31,2
56,177754,18,1
27,185402,16,1
83,35230,25,0
27,65877,43,0
81,167561,54,2
79,193603,4,2
85,99548,92,2
37,74710,89,3
47,184298,65,1
19,120235,40,1
79,46274,67,3
81,130342,96,2
80,174799,27,2
71,33776,91,3
90,85382,79,2
51,147793,76,1
46,71958,28,0
43,120087,50,1
70,141137,17,2
56,90140,82,3
51,108061,29,0
49,170516,25,1
72,76818,15,0
88,30834,39,0
47,57900,98,3
84,23631,100,3
29,91078,65,3
75,171337,99,2
49,69765,95,3
88,198025,66,2
67,92831,22,0
35,105288,69,3
53,123067,77,3
71,54499,24,0
35,105177,9,0
77,72340,41,0
74,144559,73,2
46,86596,70,3
31,140461,49,1
20,190934,96,1
55,73912,94,3
84,37095,88,3
21,87700,28,1
53,79435,23,0
74,102794,40,2
82,26591,48,0
54,113570,94,3
81,141943,34,2
78,100710,50,2
50,52504,33,0
49,78902,36,0
82,191379,71,2
37,100007,83,3
25,197402,26,1
59,27013,79,3
62,53432,73,3
30,107667,69,1
32,175533,14,1
48,25096,31,0
78,60116,48,0
26,178406,66,1
42,109286,37,1
78,71947,19,0
40,25196,21,0
30,81000,22,0
27,125376,15,1
20,194737,3,1
79,101183,93,3
44,87238,25,0
78,184136,98,2
48,161711,23,1
79,51357,43,0
55,187976,29,1
19,45172,59,3
67,151505,18,2
26,117118,3,1
89,36569,20,0
30,198420,11,1
29,159853,82,1
50,155693,80,1
81,171275,15,2
65,107148,94,3
72,59255,92,3
29,61457,96,3
70,193902,70,2
24,170276,37,1
81,73615,81,3
87,123469,74,2
35,44882,6,0
90,191626,70,2
45,199200,26,1
26,199302,36,1
49,187044,94,1
50,182878,80,1
61,151494,38,2
61,155509,83,2
18,161596,63,1
41,180683,53,1
77,34265,54,3
60,55136,75,3
89,148942,7,2
85,129083,53,2
56,164406,30,2
54,114239,17,0
75,107531,37,2
66,103972,80,3
36,182253,76,1
81,56893,92,3
37,74895,78,3
36,50475,27,0
76,91118,47,2
68,154900,75,2
56,176917,26,1
87,152559,22,2
80,183996,88,2
26,44064,35,0
40,108798,72,3
89,52534,87,3
67,130163,46,2
24,82622,97,3
51,152663,81,1
47,179472,51,1
19,179590,40,1
30,75754,89,3
19,61026,91,3
83,184054,76,2
79,133717,33,2
56,103759,89,3
83,27560,90,3
68,170243,91,2
26,199724,37,1
36,43692,19,0
73,82150,44,0
64,196143,44,2
49,177239,92,1
85,25633,96,3
68,145432,87,2
39,62376,88,3
45,138670,21,1
59,130542,69,2
83,130318,14,2
37,70093,12,0
31,94134,70,3
73,50045,24,0
79,98854,6,0
26,123879,37,1
29,102557,90,3
39,103007,66,3
61,187229,89,2
46,189744,65,1
80,56638,79,3
54,88668,73,3
48,165405,70,1
45,195316,67,1
57,112615,3,0
31,44723,9,0
69,189922,61,2
70,95890,5,0
43,196847,89,1
24,192090,72,1
18,171281,41,1
58,123647,59,2
57,111248,11,0
60,51945,92,3
18,125550,62,1
52,84116,21,0
73,96024,25,0
70,51306,2,0
39,26660,95,3
86,52584,60,3
49,84513,70,3
55,174092,91,2
22,51283,65,3
62,37219,62,3
55,26766,40,0
47,173520,72,1
83,199536,94,2
22,186699,99,1
61,196963,93,2
54,165878,58,1
74,80683,81,3
81,98518,80,2
22,106793,12,1
89,62790,74,3
87,20204,91,3
85,161048,13,2
19,27179,36,0
19,108259,32,1
89,114549,78,2
29,38415,90,3
22,58663,99,3
47,165496,69,1
65,147552,90,2
65,68278,78,3
81,150919,19,2
57,81446,87,3
55,186061,8,1
83,135441,75,2
52,143599,46,1
49,64527,92,3
67,24259,92,3
62,128779,98,3
25,113666,41,1
45,147168,54,1
37,58622,65,3
22,44900,20,0
67,104163,50,2
46,90855,82,3
73,144824,1,2
29,144737,82,1
50,119074,82,3
79,150043,54,2
28,88794,3,0
19,97023,87,3
70,151623,77,2
84,95750,20,0
63,101642,4,0
90,99695,88,2
82,60756,43,0
74,170885,15,2
50,123230,49,1
50,82040,11,0
39,34676,59,3
67,152454,56,2
88,54320,85,3
64,174276,92,2
64,44076,44,0
86,92657,37,2
55,47901,94,3
59,112795,67,3
77,125652,64,2
88,78378,72,2
42,22584,82,3
69,32595,75,3
83,184965,76,2
88,197594,37,2
60,182454,38,2
43,90928,81,3
72,155702,9,2
70,58144,82,3
62,173584,35,2
84,47508,38,0
78,142083,5,2
22,52436,38,0
87,69215,34,0
26,34912,19,0
69,112604,21,0
65,62245,94,3
89,25165,5,0
81,53894,62,3
62,151970,91,2
37,120972,95,3
30,153909,24,1
27,81091,40,1
69,106210,12,0
39,193413,54,1
26,73695,25,0
42,180614,11,1
90,118810,30,2
75,130970,42,2
32,26638,36,0
21,195440,9,1
28,31080,74,3
21,25943,60,3
55,102501,67,3
78,83823,82,3
42,100080,39,0
28,37215,48,3
39,151618,32,1
77,102121,7,0
61,168806,18,2
26,164842,1,1
21,54890,84,3
82,131714,55,2
67,53466,40,0
71,121694,7,0
32,58373,33,0
67,89258,87,3
69,188323,50,2
65,106672,55,2
21,169040,56,1
32,116193,91,3
34,133486,2,1
20,132564,26,1
68,179747,10,2
75,174758,82,2
45,170222,31,1
85,133098,4,2
41,186948,60,1
76,67693,60,3
23,74168,96,3
67,132670,16,2
31,56828,17,0
89,105171,27,2
57,78388,95,3
18,123286,44,1
60,47297,39,0
86,172196,97,2
60,75268,61,3
41,96396,29,0
77,111222,66,2
37,29087,57,3
61,88326,21,0
71,98099,70,3
36,62608,31,0
44,144756,12,1
67,130584,68,2
44,137062,9,1
34,64679,90,3
80,84232,7,0
74,192404,32,2
85,197693,73,2
81,84477,1,0
70,36514,21,0
34,168610,68,1
53,27971,52,3
25,57471,70,3
38,48723,43,0
55,50783,77,3
72,66829,75,3
19,116956,95,1
62,108048,18,0
61,154999,81,2
61,187474,76,2
22,141199,74,1
46,35070,24,0
76,33989,40,0
70,46226,39,0
37,69911,52,3
32,176930,14,1
83,84393,39,2
21,23452,93,3
76,72628,13,0
61,146043,92,2
29,192395,73,1
49,129740,84,3
38,106437,85,3
70,61107,53,3
76,184007,79,2
33,141693,65,1
75,46958,72,3
47,125028,82,3
90,126699,11,2
58,144996,29,2
58,97464,21,0
36,135051,71,1
47,190660,58,1
23,162166,3,1
20,143215,29,1
37,21130,77,3
29,109388,70,1
65,144713,49,2
34,109808,18,0
21,135534,1,1
77,99790,9,0
34,58774,41,0
66,145334,53,2
47,153678,35,1
55,29445,15,0
65,118697,63,2
61,154733,79,2
57,140182,60,2
87,22453,59,3
76,68285,60,3
44,192435,15,1
50,167627,48,1
59,147923,94,2
70,185767,12,2
51,54340,83,3
70,160668,96,2
37,78344,79,3
64,123827,12,0
72,26739,93,3
73,141141,28,2
72,120390,18,0
83,196264,59,2
51,187418,2,1
38,38899,93,3
69,158698,44,2
54,97346,45,0
80,84073,50,2
60,99196,31,0
52,175776,52,1
52,26462,65,3
27,72634,65,3
55,91670,96,3
37,134151,11,1
63,129029,45,2
42,138499,66,1
80,104754,14,0
73,117114,75,2
86,125424,20,2
48,175553,17,1
58,163808,97,2
59,196272,44,2
25,58138,55,3
41,156506,81,1
71,148373,41,2
50,42873,58,3
41,124497,79,3
21,155004,99,1
62,113217,91,3
45,80036,87,3
85,27594,34,0
64,109707,58,2
69,62022,24,0
67,93647,28,0
83,63544,70,3
64,61636,10,0
84,82272,86,3
68,124768,96,3
39,196771,88,1
54,40395,38,0
38,131100,71,1
55,127744,91,3
54,133179,58,2
65,193799,19,2
68,110443,63,2
80,157396,92,2
36,184450,18,1
81,89054,83,3
44,79503,79,3
43,179885,85,1
66,79860,87,3
68,144086,16,2
74,125599,59,2
47,133351,58,1
56,152658,47,2
57,25854,65,3
39,81853,32,0
37,199065,27,1
74,132940,20,2
61,175612,3,2
45,51682,9,0
45,71341,10,0
73,119515,49,2
22,111347,28,1
87,51906,24,0
87,58243,56,3
55,146336,88,2
68,112427,100,3
43,51444,54,3
19,125481,72,1
21,37889,71,3
40,25947,32,0
24,113186,19,1
66,190008,3,2
27,31729,94,3
19,125007,87,1
72,176652,85,2
32,63507,9,0
47,50076,53,3
61,162313,85,2
84,121137,53,2
71,198640,48,2
57,51885,39,0
76,118544,3,0
68,61153,65,3
75,154393,3,2
42,102612,6,0
53,25621,32,0
67,122426,90,3
61,154706,52,2
54,98706,39,0
33,101709,59,1
56,189599,97,2
67,193335,81,2
61,67124,21,0
84,180514,63,2
47,150348,64,1
20,129496,67,1
44,155067,12,1
69,196765,44,2
58,56352,41,0
80,48557,66,3
90,199510,8,2
51,73812,92,3
45,115036,82,3
83,139649,28,2
23,140858,76,1
52,145711,96,3
37,100220,1,0
78,129519,24,2
71,157444,53,2
43,23080,32,0
61,147784,79,2
38,124786,52,1
65,61718,87,3
72,180320,75,2
57,192225,100,2
21,56001,48,3
38,168113,72,1
39,95722,100,3
63,171851,36,2
90,58292,29,0
79,176212,93,2
37,154787,42,1
39,76361,11,0
32,108177,89,3
67,57281,28,0
29,104305,8,0
51,130211,4,0
43,179511,11,1
71,85894,93,3
52,24536,22,0
77,92892,97,3
34,176394,95,1
52,175430,54,1
79,20167,74,3
49,177274,61,1
33,151472,43,1
85,121332,34,2
35,74287,83,3
52,114769,82,3
25,42852,6,0
25,167891,57,1
44,177245,39,1
38,128353,96,3
77,78587,90,3
20,170181,2,1
68,171516,58,2
38,93190,20,0
53,135891,46,1
84,124635,32,2
30,55931,54,3
58,76232,76,3
41,196302,47,1
41,47889,4,0
26,119716,9,1
41,105450,73,3
30,198464,64,1
42,150812,49,1
42,149441,58,1
74,151990,18,2
90,88824,100,3
20,36192,12,0
36,135153,64,1
27,61283,19,0
70,110393,75,2
28,79377,51,1
88,80695,46,2
64,42087,15,0
32,165658,38,1
68,23195,36,0
42,165206,60,1
42,72149,63,3
74,183288,83,2
87,171197,90,2
38,121511,42,1
65,174240,7,2
30,181168,44,1
20,102213,6,0
88,68920,25,0
34,165876,1,1
65,58145,97,3
62,177622,27,2
38,107142,4,0
36,46333,75,3
88,170410,99,2
79,59245,85,3
42,115995,56,1
24,84119,51,1
18,176073,5,1
60,107860,34,0
81,40334,87,3
56,65377,83,3
24,72949,65,3
26,145557,5,1
34,21368,62,3
22,82063,64,3
54,102634,63,3
37,129401,47,1
28,76744,74,3
63,181807,83,2
50,32986,36,0
49,73069,60,3
22,182989,98,1
62,167112,37,2
22,152178,79,1
29,104245,70,1
72,122386,37,2
25,92364,6,0
59,132106,36,2
26,189799,11,1
63,121518,98,3
69,27630,77,3
89,196335,84,2
77,141964,11,2
83,135850,21,2
81,87235,43,2
29,57179,61,3
79,81923,16,0
39,139499,26,1
56,50931,38,0
43,146669,39,1
60,34740,21,0
56,32454,39,0
88,159396,3,2
90,185890,100,2
60,198814,33,2
73,63286,87,3
56,153276,39,2
57,59849,64,3
87,50007,38,0
55,123166,55,2
70,158287,31,2
51,148730,65,1
63,104561,40,0
60,27152,87,3
81,86401,28,0
43,54734,38,0
87,69403,38,0
22,58421,33,0
63,30851,50,0
46,105748,11,0
67,125617,51,2
21,36266,79,3
74,20484,69,3
58,74360,76,3
31,93069,99,3
83,60001,10,0
74,119337,6,0
20,120517,51,1
79,111290,65,2
51,20513,44,0
73,193441,62,2
54,117208,57,2
50,145901,34,1
84,110259,23,2
27,85050,49,1
48,104511,23,0
80,31682,9,0
52,60370,89,3
69,158270,39,2
30,65587,65,3
51,139360,71,1
61,24408,60,3
50,111746,48,1
36,150456,76,1
52,168710,34,1
84,181748,39,2
60,170644,56,2
36,79681,91,3
61,101186,20,0
79,167980,32,2
41,183916,36,1
32,163926,44,1
25,124128,88,1
74,73784,67,3
87,173737,26,2
46,118881,5,0
82,102299,79,2
20,174346,83,1
26,108167,90,3
58,22007,35,0
85,51780,63,3
47,59577,57,3
78,21068,15,0
86,155176,43,2
61,44810,2,0
80,172624,59,2
75,194899,49,2
37,105227,20,0
52,141057,59,1
61,68551,31,0
88,37231,68,3
80,37722,85,3
31,50525,29,0
51,94572,71,3
49,186065,22,1
81,94520,23,0
74,69314,40,0
23,24378,91,3
63,48828,3,0
23,194117,91,1
90,190087,63,2
77,157808,36,2
33,116072,45,1
85,197227,9,2
52,127792,61,1
45,140535,99,3
40,104603,45,1
51,115927,64,3
89,39726,98,3
79,44446,76,3
87,90963,12,0
26,195309,37,1
72,51151,63,3
85,69778,21,0
52,123064,95,3
77,44057,90,3
73,141401,6,2
43,174640,76,1
77,95361,45,2
56,183360,11,1
62,124319,73,2
76,94649,87,3
48,85745,54,3
36,26094,15,0
31,179665,50,1
68,168410,30,2
57,137295,75,2
33,161229,29,1
67,170967,28,2
26,55154,4,0
63,128913,1,0
82,135004,61,2
48,33467,15,0
74,145004,32,2
69,145758,94,2
77,141816,95,2
83,149042,83,2
34,25206,43,0
42,165526,63,1
51,143089,46,1
72,142164,94,2
60,114997,49,2
48,175411,90,1
55,83406,46,0
62,94853,43,0
84,180172,23,2
48,66952,58,3
83,20431,19,0
66,159620,48,2
61,84065,72,3
30,30034,10,0
30,146883,36,1
43,31721,73,3
85,32345,9,0
71,139525,51,2
24,124964,55,1
39,131728,32,1
72,46755,28,0
22,54065,78,3
49,47299,27,0
88,76522,97,3
70,177666,41,2
41,94531,64,3
87,27888,91,3
69,50253,52,0
33,172582,58,1
89,78986,22,0
43,41157,71,3
46,102417,51,1
58,123443,65,2
89,49704,97,3
59,172319,42,2
88,51082,24,0
40,159325,45,1
57,103385,20,0
77,182205,53,2
62,193096,69,2
77,149169,22,2
35,181096,79,1
75,195597,26,2
42,158249,37,1
48,106875,45,1
44,59655,86,3
63,175154,75,2
62,193150,93,2
74,119504,47,2
65,35541,25,0
24,64761,45,0
52,36336,63,3
80,116394,21,2
29,185438,38,1
43,147660,33,1
53,186780,14,1
41,97526,48,1
80,112881,91,2
43,64896,99,3
74,128055,76,2
19,104254,75,1
21,175851,47,1
66,162407,67,2
69,35322,93,3
57,46608,92,3
30,37141,32,0
44,131186,35,1
20,151694,49,1
83,118241,23,2
32,138004,99,1
27,121053,45,1
20,108059,4,1
67,128065,95,3
60,164297,20,2
29,69181,40,0
19,182411,76,1
51,78773,21,0
87,64116,10,0
63,110330,96,3
72,166251,13,2
53,119788,88,3
41,58526,14,0
29,193791,65,1
47,124410,1,0
63,119076,78,3
21,121126,32,1
85,106279,8,0
59,107131,93,3
45,36736,96,3
29,29510,11,0
42,77673,46,0
81,52460,21,0
